term_str,n,tfidf_x,dfidf,syu_sentiment,weighted_sentiment
achieve,2.0,0.03163613025323404,17.32903297548909,1.0,0.03163613025323404
achievement,1.1,0.013577051744118041,30.127567975961334,0.5,0.006788525872059021
achievements,1.7142857142857142,0.0184212295849614,19.24444220547928,1.0,0.0184212295849614
aching,2.6666666666666665,0.028435770002711844,16.255186454104333,-0.75,-0.021326827502033883
acid,1.75,0.037604543432580295,11.451211111832329,-0.4,-0.01504181737303212
acknowledgment,1.0,0.03283970960861407,9.794259893718833,0.4000000000000001,0.013135883843445627
acquire,1.5,0.018706106575864447,22.63078262045077,0.8,0.014964885260691558
acquired,2.0,0.021589584427470623,29.383466425051136,0.8,0.017271667541976503
acquiring,2.0,0.030403946456773818,9.794259893718833,0.8000000000000002,0.02432315716541905
acquit,1.2,0.029336851726628664,13.915391310225385,-0.25,-0.007334212931657166
acquitted,1.0,0.05581700984670698,11.287712379549449,-0.25,-0.013954252461676746
acrid,1.0,0.016324592139226865,6.807354922057604,-0.5,-0.008162296069613433
acrimonious,1.0,0.0005936254637039604,6.643856189774724,-0.5,-0.0002968127318519802
acrimony,1.0,0.0005936254637039604,6.643856189774724,-1.0,-0.0005936254637039604
action,1.9090909090909092,0.016198087811542236,49.408029420674104,0.25,0.004049521952885559
active,1.95,0.02677184523142139,34.03677461028802,0.25,0.006692961307855348
actual,1.5217391304347827,0.020572626677065275,39.42049661586459,0.4,0.00822905067082611
acute,1.8181818181818181,0.02408600406957649,23.477803953198592,-0.25,-0.006021501017394123
adapt,1.0,0.020069161898960117,9.794259893718833,0.8000000000000002,0.016055329519168094
addicted,1.0,0.002636109955926758,6.7256055559161645,-0.5,-0.001318054977963379
additional,1.2857142857142858,0.020666429454728193,28.76285899585876,0.25,0.005166607363682048
addresses,1.0,0.016940708845121392,11.614709844115207,-0.25,-0.004235177211280348
adept,3.0,0.03609676334821615,6.7256055559161645,1.0,0.03609676334821615
adequate,1.1,0.02281471769480963,24.15300432014821,0.5,0.011407358847404816
adhered,2.0,0.015374172072274246,6.7256055559161645,0.6,0.009224503243364547
adjudicate,1.0,0.0352712690262052,6.807354922057604,0.4,0.01410850761048208
adjustments,1.0,0.021075402235472458,6.807354922057604,0.4,0.008430160894188984
admirable,1.5555555555555556,0.05660069820066391,20.71526330173907,0.5,0.028300349100331954
admiration,2.2,0.02074655681891293,38.62197442742418,0.75,0.015559917614184699
admire,1.625,0.027702992222079652,19.70821423509227,1.0,0.027702992222079652
admired,1.625,0.022076165106072344,19.38121677052651,0.5,0.011038082553036172
admirer,1.6666666666666667,0.01811347636602161,9.957758626001713,0.5,0.009056738183010804
admires,1.0,0.013697117696532302,6.7256055559161645,1.0,0.013697117696532302
admiring,1.0,0.05443705288254634,11.451211111832329,0.75,0.04082778966190975
admit,1.3461538461538463,0.01993068950236434,43.85734244900096,0.6,0.011958413701418601
admits,1.0,0.07930909024846836,11.287712379549449,0.6,0.04758545414908101
admitted,2.1538461538461537,0.02661545519264077,27.055301337220826,0.6,0.01596927311558446
admonition,1.0,0.0005936254637039604,6.643856189774724,-0.5,-0.0002968127318519802
adopt,3.3333333333333335,0.021935006529399153,9.957758626001713,0.5,0.010967503264699576
adorable,1.0,0.028208287163535167,6.7256055559161645,0.75,0.021156215372651374
adoration,1.25,0.015226599233431039,18.575424759098897,1.0,0.015226599233431039
adore,1.0,0.0005936254637039604,6.643856189774724,0.75,0.0004452190977779703
adored,3.0,0.02238139774543322,21.609640474436812,0.5,0.01119069887271661
adores,1.0,0.0005936254637039604,6.643856189774724,0.5,0.0002968127318519802
adorn,5.5,0.017390489441523202,6.7256055559161645,0.4,0.0069561957766092804
adorned,5.666666666666667,0.03027688152234066,15.176681067160706,0.4000000000000001,0.012110752608936263
adrift,1.0,0.022259471018984317,11.451211111832329,-0.8,-0.017807576815187454
adulteration,1.0,0.015867960191276467,6.807354922057604,-1.0,-0.015867960191276467
advance,1.8275862068965518,0.020531906301970326,41.67443868702069,0.8,0.016425525041576263
advanced,1.9166666666666667,0.019123929450069136,45.97496443649604,0.75,0.01434294708755185
advancement,1.75,0.03184137888900202,11.451211111832329,1.0,0.03184137888900202
advances,1.1818181818181819,0.02304761470594415,24.08238553373278,0.8,0.018438091764755322
advantage,1.411764705882353,0.019911745827200483,44.848426149319025,0.75,0.014933809370400364
advantageous,1.0,0.01570492215520127,16.712306988539275,0.5,0.007852461077600636
advantageously,2.0,0.009357188896299112,6.807354922057604,1.0,0.009357188896299112
advantages,1.4444444444444444,0.015226741742357183,32.31941549236703,0.75,0.011420056306767885
advent,1.5,0.02382599572077908,11.287712379549449,0.8,0.019060796576623268
adventure,1.4545454545454546,0.05413953812019483,23.64130268548147,0.5,0.027069769060097414
adventures,1.9090909090909092,0.2179445548280749,24.572881730581415,0.25,0.054486138707018725
adventurous,1.25,0.035402071739412885,18.575424759098897,0.75,0.026551553804559664
adversaries,1.6666666666666667,0.020133752508417552,9.957758626001713,-0.6,-0.012080251505050531
adversary,2.3333333333333335,0.03148438495494048,16.255186454104333,-0.75,-0.02361328871620536
adverse,1.75,0.02586918538340225,11.451211111832329,-0.5,-0.012934592691701125
adversity,2.6666666666666665,0.027756638952554688,15.176681067160706,-0.5,-0.013878319476277344
advisable,1.0,0.03844721129893741,6.7256055559161645,1.0,0.03844721129893741
advise,1.0,0.03045743013811194,13.751892577942504,0.8,0.024365944110489555
advocate,1.0,0.01797862205462868,9.794259893718833,0.6,0.01078717323277721
advocated,2.0,0.043358948548137606,6.807354922057604,0.6,0.026015369128882564
advocates,1.25,0.025297004925632076,13.411346995450689,0.6,0.015178202955379246
aesthetic,2.0,0.010487539368231609,6.643856189774724,0.25,0.0026218848420579022
affability,1.0,0.01822620226280639,11.287712379549449,0.8,0.014580961810245114
affable,2.0,0.0011872509274079208,6.643856189774724,0.5,0.0005936254637039604
affectation,1.0,0.03286380516210193,9.957758626001713,-0.4000000000000001,-0.013145522064840773
affection,3.4545454545454546,0.023549614713058446,46.33528183141569,1.0,0.023549614713058446
affectionate,2.4545454545454546,0.027319144060162958,25.473484357964583,0.5,0.013659572030081479
affiliated,1.0,0.01933907648311819,6.807354922057604,0.25,0.004834769120779548
affinity,2.0,0.01194133904305205,6.7256055559161645,0.8,0.009553071234441641
affirm,1.0,0.04885188374834356,6.643856189774724,0.5,0.02442594187417178
affirmation,1.0,0.015297426791140684,6.807354922057604,0.5,0.007648713395570342
affirmative,1.0,0.03855781107334818,13.751892577942504,0.5,0.01927890553667409
afflicted,1.2,0.025230965004764228,16.221810791690636,-0.5,-0.012615482502382114
affliction,2.0,0.047866923533548426,6.7256055559161645,-0.75,-0.03590019265016132
affluence,1.0,0.046460532795627445,6.643856189774724,0.5,0.023230266397813722
affluent,1.0,0.013533508791367005,6.807354922057604,0.5,0.006766754395683502
afford,1.793103448275862,0.018355240277395716,42.2941207785177,0.5,0.009177620138697858
afraid,1.7878787878787878,0.020721935185718146,45.621582678960124,-0.75,-0.015541451389288611
aggravate,1.0,0.004678594448149556,6.807354922057604,-0.5,-0.002339297224074778
aggravated,2.0,0.011428139313292169,6.7256055559161645,-0.75,-0.008571104484969127
aggravation,1.0,0.01931921968637268,11.287712379549449,-0.5,-0.00965960984318634
aggressive,1.0,0.0466721295081152,11.287712379549449,-1.0,-0.0466721295081152
aggressively,1.0,0.06388323259398773,6.643856189774724,-1.0,-0.06388323259398773
aggressiveness,1.0,0.022540910337939084,6.807354922057604,-1.0,-0.022540910337939084
aghast,2.5,0.02240316072771228,19.14259288237361,-1.0,-0.02240316072771228
agile,1.0,0.03273557832952042,11.287712379549449,0.75,0.024551683747140316
agility,1.4,0.018336185856574847,16.712306988539275,0.75,0.013752139392431134
agitated,1.9285714285714286,0.020014355718549502,28.108864066727246,-0.5,-0.010007177859274751
agitation,2.5,0.031208797784119408,32.33739812353972,-1.0,-0.031208797784119408
aglow,1.0,0.01791409190015159,6.807354922057604,0.8,0.014331273520121271
agonies,1.5,0.01924142293498073,19.14259288237361,-1.0,-0.01924142293498073
agonized,1.25,0.015901069347511412,13.411346995450689,-1.0,-0.015901069347511412
agonizing,9.5,0.013504925242949075,6.7256055559161645,-1.0,-0.013504925242949075
agony,2.857142857142857,0.024606543410968913,37.56965977436122,-0.5,-0.012303271705484457
agree,1.4285714285714286,0.026649627356298198,42.85987321337317,0.5,0.013324813678149099
agreeable,1.1666666666666667,0.021831268423719435,32.94929343511089,0.75,0.016373451317789577
agreeably,1.0,0.04354259086497936,13.411346995450689,1.0,0.04354259086497936
agreed,1.9393939393939394,0.01858786093832184,46.112431877668406,0.5,0.00929393046916092
agreeing,1.0,0.09357543929260176,6.643856189774724,1.0,0.09357543929260176
agreement,1.0,0.08197247454913498,16.582183918670093,0.5,0.04098623727456749
ahead,1.75,0.028561207118419297,35.652861579001474,0.8,0.022848965694735438
aid,1.9565217391304348,0.018756299675586695,36.92782094695988,1.0,0.018756299675586695
aiding,1.0,0.016514041917534937,11.614709844115207,0.1,0.0016514041917534941
aimless,1.0,0.022326234720034564,15.176681067160706,-0.5,-0.011163117360017282
alarm,1.375,0.015812225506625366,37.6877166623401,-0.75,-0.011859169129969024
alarmed,1.434782608695652,0.022842181526492356,36.98200313227801,-0.75,-0.017131636144869265
alarming,1.125,0.027292643087175612,18.902422223664658,-0.75,-0.020469482315381708
alas,2.9545454545454546,0.019590811201080225,37.67424144320189,-0.4,-0.00783632448043209
alert,1.2,0.018584518975946852,22.63078262045077,-0.25,-0.004646129743986713
alertness,1.0,0.040023230058883884,6.643856189774724,0.6,0.02401393803533033
alien,2.2,0.032696251233207484,13.915391310225385,-0.6,-0.019617750739924493
alienated,1.0,0.0005936254637039604,6.643856189774724,-0.75,-0.0004452190977779703
alienation,2.0,0.0011872509274079208,6.643856189774724,-0.75,-0.0008904381955559406
alive,2.0,0.01815519896341338,48.83251967854966,0.5,0.00907759948170669
allay,2.5,0.02951287604742453,11.287712379549449,0.6,0.017707725628454716
allege,1.0,0.0005936254637039604,6.643856189774724,-0.5,-0.0002968127318519802
allegiance,1.0,0.0005936254637039604,6.643856189774724,0.5,0.0002968127318519802
alleviate,1.0,0.045780207128701414,11.451211111832329,1.0,0.045780207128701414
alleviation,4.0,0.0023745018548158416,6.643856189774724,1.0,0.0023745018548158416
allied,2.0,0.021789268613513768,11.451211111832329,1.0,0.021789268613513768
allies,1.5,0.02588653928913565,13.411346995450689,0.25,0.006471634822283912
allow,1.3333333333333333,0.02179186277692516,37.93537842738479,0.25,0.00544796569423129
allure,2.0,0.0011872509274079208,6.643856189774724,0.8,0.0009498007419263367
alluring,1.0,0.01822620226280639,11.287712379549449,0.5,0.009113101131403196
ally,2.0,0.0011872509274079208,6.643856189774724,0.8,0.0009498007419263367
almighty,1.3333333333333333,0.028806088955781434,9.794259893718833,1.0,0.028806088955781434
alone,3.0309278350515463,0.012346081599891891,54.7931791810687,-0.6,-0.007407648959935133
alter,2.2857142857142856,0.022187673518582175,21.846789675426578,-0.25,-0.005546918379645544
altercation,1.5,0.07496433666743063,6.7256055559161645,-0.75,-0.056223252500572966
altruistic,1.0,0.021679474274068803,6.807354922057604,1.0,0.021679474274068803
amaze,1.0,0.026681909328974473,6.7256055559161645,0.5,0.013340954664487236
amazed,1.1176470588235294,0.02247693749108977,33.78559190935327,0.5,0.011238468745544884
amazement,1.0,0.027456126985582203,26.564805140372187,0.8,0.021964901588465764
amazing,1.1818181818181819,0.059597779927417285,23.64130268548147,0.5,0.029798889963708643
amazingly,1.0,0.02350875184108494,13.084349530884928,0.5,0.01175437592054247
ambiguous,1.0,0.0005936254637039604,6.643856189774724,-0.5,-0.0002968127318519802
ambition,3.0434782608695654,0.018093634344675754,36.92782094695988,0.6,0.010856180606805453
ambitions,1.0,0.012331395126440997,9.957758626001713,-0.25,-0.003082848781610249
ambitious,3.75,0.029499593332585006,13.411346995450689,0.5,0.014749796666292503
ambitiously,1.0,0.030254910764700462,6.807354922057604,0.8,0.02420392861176037
ambush,4.0,0.0023745018548158416,6.643856189774724,-0.5,-0.0011872509274079208
ameliorate,1.0,0.027867996431566695,9.957758626001713,0.5,0.013933998215783347
amen,1.0,0.01718157325520009,9.957758626001713,0.6,0.010308943953120053
amenable,1.0,0.04584730402995422,6.7256055559161645,0.5,0.02292365201497711
amend,1.0,0.11655888052236357,6.643856189774724,0.8,0.09324710441789086
amends,1.0,0.030254910764700462,6.807354922057604,0.8,0.02420392861176037
amenity,1.0,0.0005936254637039604,6.643856189774724,0.25,0.0001484063659259901
amiability,1.0,0.0005936254637039604,6.643856189774724,1.0,0.0005936254637039604
amiable,1.8235294117647058,0.025801450111260938,31.070165264043307,0.5,0.012900725055630469
amiably,1.0,0.021679474274068803,6.807354922057604,0.8,0.017343579419255042
amicable,1.0,0.0175048966718096,11.614709844115207,0.5,0.0087524483359048
amiss,2.0,0.042317555348883595,6.643856189774724,-1.0,-0.042317555348883595
amity,1.5,0.015456845817541523,6.7256055559161645,-0.4,-0.006182738327016609
ample,1.5,0.025081477330150277,23.499009391016692,1.0,0.025081477330150277
amply,1.0,0.018221849643312287,13.915391310225385,1.0,0.018221849643312287
amuse,2.0,0.04676539223795043,11.287712379549449,0.75,0.035074044178462827
amused,1.1666666666666667,0.020599517291826283,35.17315954633747,0.5,0.010299758645913142
amusement,1.5333333333333334,0.02333422299807503,28.8929702282025,0.5,0.011667111499037515
amusements,1.75,0.032449390109445204,13.084349530884928,0.25,0.008112347527361301
amusing,1.1,0.022883458687098047,22.63078262045077,0.5,0.011441729343549024
analyze,1.25,0.022421267747963,13.411346995450689,0.25,0.00560531693699075
anarchism,1.0,0.020199866237559656,6.807354922057604,-0.5,-0.010099933118779828
anarchist,1.75,0.04211386817639876,13.411346995450689,-0.5,-0.02105693408819938
anarchistic,1.0,0.02246651789457955,6.807354922057604,-0.8,-0.017973214315663642
anarchy,1.4285714285714286,0.019718151359573544,19.24444220547928,-0.5,-0.009859075679786772
ancestor,1.0,0.0202575193551605,6.7256055559161645,0.25,0.005064379838790125
ancestors,2.3,0.02884628665223638,22.63078262045077,0.25,0.007211571663059095
ancient,2.176470588235294,0.01956836514817657,46.865936827115924,0.25,0.004892091287044142
anecdotes,1.5,0.07765311866432474,6.7256055559161645,0.4,0.0310612474657299
angel,1.6666666666666667,0.029334957305217017,29.618519098080554,0.5,0.014667478652608508
angelic,1.3333333333333333,0.03082171804306513,16.255186454104333,0.75,0.023116288532298846
anger,2.0,0.019043327976516436,36.764322214677,-0.75,-0.014282495982387327
angrily,1.5555555555555556,0.021489537126725376,21.94846337439936,-0.5,-0.010744768563362688
angry,2.3666666666666667,0.01985863187104926,42.487903617310074,-0.75,-0.014893973903286947
anguish,3.1176470588235294,0.03573581077782272,35.467987074387274,-1.0,-0.03573581077782272
animated,2.2666666666666666,0.02456933471958332,29.621898677866156,0.4,0.009827733887833331
animation,1.7777777777777777,0.035334770752542176,23.468664645152145,0.25,0.008833692688135544
animosity,1.2,0.01569986470988499,13.915391310225385,-0.75,-0.011774898532413742
annihilate,2.0,0.0011872509274079208,6.643856189774724,-0.5,-0.0005936254637039604
annihilated,2.0,0.015148657582694592,18.75394600863064,-1.0,-0.015148657582694592
annihilation,1.8571428571428572,0.02035421509286981,17.32903297548909,-0.5,-0.010177107546434905
annoy,1.5,0.015356529059307662,11.287712379549449,-0.75,-0.011517396794480746
annoyance,1.0,0.0329919090989697,9.794259893718833,-1.0,-0.0329919090989697
annoyed,1.0,0.02967625029424331,11.451211111832329,-0.5,-0.014838125147121656
annoying,1.0,0.04171265268727046,6.7256055559161645,-0.75,-0.031284489515452846
anomalous,1.0,0.020199866237559656,6.807354922057604,-0.25,-0.005049966559389914
antagonism,1.0,0.012603343672054389,6.7256055559161645,-0.5,-0.0063016718360271945
antagonist,1.2857142857142858,0.02054856695610195,26.855508874019844,-0.75,-0.01541142521707646
antagonistic,1.0,0.023460574657112192,13.411346995450689,-0.75,-0.017595430992834147
antediluvian,1.0,0.015297426791140684,6.807354922057604,-0.4,-0.006118970716456274
anticipating,1.0,0.08304820237218406,6.643856189774724,-0.25,-0.020762050593046016
anticipation,1.1,0.015487888813053675,23.499009391016692,0.25,0.0038719722032634187
antipathy,1.0,0.023382696118975217,11.287712379549449,-0.5,-0.011691348059487608
antiquated,1.0,0.01430267483226396,11.614709844115207,-0.5,-0.00715133741613198
antique,3.0,0.03203428705283268,9.794259893718833,0.25,0.00800857176320817
anxieties,1.0,0.02062375846353483,9.794259893718833,-1.0,-0.02062375846353483
anxiety,2.375,0.02442103190866206,37.93266844039663,-1.0,-0.02442103190866206
anxious,1.75,0.017293017781455415,40.85550887401985,-0.75,-0.012969763336091563
anxiously,1.7,0.01670099715874214,22.01838730514401,-1.0,-0.01670099715874214
apathetic,1.0,0.03220024055541153,6.7256055559161645,-0.75,-0.02415018041655865
apathy,1.0,0.022868603663306265,13.915391310225385,-1.0,-0.022868603663306265
apologetic,1.0,0.017040615550363996,11.614709844115207,0.6,0.010224369330218397
apologist,1.0,0.03845963232800906,6.807354922057604,-0.4,-0.015383852931203625
apologists,1.0,0.034909512420808225,6.807354922057604,-0.4,-0.013963804968323291
apologize,1.0,0.03784329557234019,13.915391310225385,0.8,0.03027463645787215
apologized,1.0,0.009721695329554605,11.287712379549449,0.8,0.007777356263643685
apology,1.0,0.01624005653890049,19.229419688230415,0.6,0.009744033923340294
appalled,1.25,0.034034916420178724,11.451211111832329,-0.5,-0.017017458210089362
appalling,2.625,0.02187432624646193,24.349489630024564,-0.75,-0.01640574468484645
appeal,2.3333333333333335,0.031133191421613263,30.43939233928055,0.6,0.018679914852967956
appealing,1.0,0.00938414687963979,11.614709844115207,0.5,0.004692073439819895
appearing,1.0,0.014448930178954333,13.751892577942504,0.25,0.003612232544738583
appeased,1.0,0.02537352361734167,13.411346995450689,0.6,0.015224114170405001
appeasing,1.0,0.0005936254637039604,6.643856189774724,0.6,0.0003561752782223762
applaud,1.0,0.062452797450069764,6.807354922057604,0.5,0.031226398725034882
applauded,1.0,0.0005936254637039604,6.643856189774724,0.8,0.00047490037096316833
applause,2.3333333333333335,0.007859729343677584,9.794259893718833,0.5,0.003929864671838792
appreciable,1.0,0.014491025369043457,11.614709844115207,0.8,0.011592820295234764
appreciate,1.1818181818181819,0.021602627962832768,23.64130268548147,0.5,0.010801313981416384
appreciated,1.3333333333333333,0.01647019747706829,9.794259893718833,0.75,0.012352648107801215
appreciation,1.0,0.02549299533710832,19.79658781150513,0.75,0.019119746502831242
apprehension,1.3529411764705883,0.01877766432050088,31.607147075043578,-0.75,-0.014083248240375658
apprehensions,1.1111111111111112,0.018504757944904734,20.55176456945619,-1.0,-0.018504757944904734
apprehensive,1.0,0.023661026901704713,16.582183918670093,-0.75,-0.017745770176278534
apprehensively,1.0,0.017179269210127673,15.667177264009345,-1.0,-0.017179269210127673
approbation,1.75,0.020533672369898524,13.084349530884928,0.6,0.012320203421939116
appropriate,1.0,0.02069718866460356,16.582183918670093,1.0,0.02069718866460356
appropriation,1.0,0.029726440707675123,6.807354922057604,-0.4,-0.01189057628307005
approval,1.0,0.010234474624164177,15.421929165585022,1.0,0.010234474624164177
approve,1.25,0.05804382832162352,11.451211111832329,0.5,0.02902191416081176
approved,1.0909090909090908,0.023266644621842372,23.64130268548147,1.0,0.023266644621842372
approves,1.0,0.030526255255863693,6.807354922057604,1.0,0.030526255255863693
approving,1.0,0.006845427905486384,11.287712379549449,1.0,0.006845427905486384
apropos,1.0,0.022767073317918406,6.807354922057604,0.6,0.013660243990751043
apt,1.2,0.017515427304869925,13.751892577942504,0.5,0.008757713652434962
aptitude,2.5,0.0935972982113372,11.614709844115207,0.4,0.03743891928453488
arbitrary,1.0,0.01747343327353666,9.957758626001713,-0.5,-0.00873671663676833
arcade,1.5,0.020382447911545833,6.7256055559161645,0.6,0.0122294687469275
ardent,2.727272727272727,0.030467868164546465,25.473484357964583,0.75,0.022850901123409848
ardently,1.2,0.05149195512276959,33.219280948873624,0.4,0.02059678204910784
ardor,1.0,0.031959412779613165,6.807354922057604,0.75,0.023969559584709872
arduous,1.5,0.04643373911675532,11.451211111832329,-0.5,-0.02321686955837766
argue,1.0,0.04109142550731119,24.349489630024564,-0.5,-0.020545712753655593
argument,1.5185185185185186,0.0242038162529562,44.85747074029254,-0.8,-0.01936305300236496
argumentative,1.0,0.11734650558723358,9.794259893718833,-0.5,-0.05867325279361679
arid,1.0,0.0125411975405323,11.614709844115207,-0.25,-0.003135299385133075
aristocratic,2.25,0.029617624454326037,13.411346995450689,-0.25,-0.007404406113581509
arouse,1.0,0.03800048520389531,11.287712379549449,0.8,0.03040038816311625
aroused,1.125,0.023011491779849586,30.26243354105302,0.8,0.01840919342387967
arrest,1.4444444444444444,0.019961052578761476,21.94846337439936,-0.5,-0.009980526289380738
arrested,1.263157894736842,0.01709057834168791,35.16262732377957,-0.5,-0.008545289170843955
arrests,2.0,0.0011872509274079208,6.643856189774724,-0.6,-0.0007123505564447524
arrogance,1.3333333333333333,0.009169890894232034,9.957758626001713,-0.5,-0.004584945447116017
arrogant,1.5,0.00925438236199608,6.7256055559161645,-0.75,-0.006940786771497058
